timestamp,open,high,low,close
2020-11-25 11:00:00,19287.88000000,19290.00000000,19275.09000000,19275.78000000
2020-11-25 11:01:00,19275.78000000,19275.78000000,19264.55000000,19268.00000000
2020-11-25 11:02:00,19268.01000000,19295.00000000,19268.00000000,19289.11000000
2020-11-25 11:03:00,19289.12000000,19322.78000000,19287.06000000,19322.01000000
2020-11-25 11:04:00,19321.26000000,19327.50000000,19314.48000000,19323.78000000
2020-11-25 11:05:00,19323.77000000,19323.78000000,19310.90000000,19311.49000000
2020-11-25 11:06:00,19311.49000000,19311.87000000,19303.94000000,19311.87000000
2020-11-25 11:07:00,19311.86000000,19318.56000000,19308.17000000,19317.95000000
2020-11-25 11:08:00,19317.96000000,19318.55000000,19293.43000000,19309.63000000
2020-11-25 11:09:00,19309.64000000,19314.99000000,19297.60000000,19301.36000000
2020-11-25 11:10:00,19302.14000000,19302.41000000,19296.00000000,19300.00000000
2020-11-25 11:11:00,19300.00000000,19300.77000000,19294.71000000,19297.40000000
2020-11-25 11:12:00,19297.40000000,19328.55000000,19296.36000000,19328.55000000
2020-11-25 11:13:00,19328.55000000,19345.99000000,19328.54000000,19337.34000000
2020-11-25 11:14:00,19337.46000000,19340.79000000,19335.00000000,19338.98000000
2020-11-25 11:15:00,19338.97000000,19344.40000000,19312.09000000,19324.60000000
2020-11-25 11:16:00,19324.61000000,19330.04000000,19273.67000000,19318.68000000
2020-11-25 11:17:00,19318.68000000,19323.21000000,19295.00000000,19319.04000000
2020-11-25 11:18:00,19318.74000000,19327.57000000,19304.37000000,19306.87000000
2020-11-25 11:19:00,19306.87000000,19320.00000000,19297.00000000,19309.88000000
2020-11-25 11:20:00,19309.88000000,19320.00000000,19301.24000000,19319.99000000
2020-11-25 11:21:00,19319.99000000,19320.00000000,19293.78000000,19294.68000000
2020-11-25 11:22:00,19294.68000000,19294.68000000,19278.00000000,19278.00000000
2020-11-25 11:23:00,19278.01000000,19291.50000000,19276.62000000,19279.79000000
2020-11-25 11:24:00,19279.79000000,19292.18000000,19276.24000000,19279.40000000
2020-11-25 11:25:00,19279.40000000,19281.81000000,19270.31000000,19271.66000000
2020-11-25 11:26:00,19271.66000000,19281.52000000,19265.14000000,19281.51000000
2020-11-25 11:27:00,19280.56000000,19281.87000000,19274.13000000,19274.99000000
2020-11-25 11:28:00,19275.00000000,19281.51000000,19274.99000000,19281.18000000
2020-11-25 11:29:00,19281.19000000,19315.34000000,19280.00000000,19298.64000000
2020-11-25 11:30:00,19298.65000000,19319.10000000,19283.25000000,19284.68000000
2020-11-25 11:31:00,19284.68000000,19284.69000000,19265.93000000,19269.31000000
2020-11-25 11:32:00,19269.31000000,19297.50000000,19264.76000000,19276.03000000
2020-11-25 11:33:00,19276.03000000,19277.81000000,19255.12000000,19255.12000000
2020-11-25 11:34:00,19255.13000000,19266.68000000,19254.00000000,19260.33000000
2020-11-25 11:35:00,19260.34000000,19270.91000000,19254.00000000,19256.66000000
2020-11-25 11:36:00,19256.67000000,19278.23000000,19256.66000000,19273.97000000
2020-11-25 11:37:00,19273.97000000,19279.51000000,19270.00000000,19279.50000000
2020-11-25 11:38:00,19279.50000000,19283.24000000,19274.43000000,19281.82000000
2020-11-25 11:39:00,19281.83000000,19298.60000000,19280.53000000,19290.29000000
2020-11-25 11:40:00,19290.29000000,19310.00000000,19290.28000000,19307.61000000
